doi,refcodes,year,count,url,core,name_dicts,compound_dicts
10.1039/C4RA16863A,"['VORTIH', 'VORTON']",2015,2,https://pubs.rsc.org/en/content/articlehtml/2015/RA/C4RA16863A?page=search,RA,"{'Ag1': '[Ag(2,3-Hqldc)]n', 'Ag2': '[Ag(3-qlc)]2n', 'Cu1': '[CuI(3-Hqlc)]n'}","{'Ag1': ['[Ag(2,3-Hqldc)]n'], 'Ag2': ['[Ag(3-qlc)]2n'], 'Cu1': ['[CuI(3-Hqlc)]n']}"
10.1039/C5CE00809C,['YUGGEO'],2015,1,https://pubs.rsc.org/en/content/articlehtml/2015/CE/C5CE00809C?page=search,CE,"{'1': '[Cu(L1)(H2O)(OClO3)]n', '2': 'Cu(L1)(N3)', '3': 'Cu(L2)(Cl)(H2O)'}","{'HL1': ['4-chloro-2-((quinolin-8-ylimino)methyl)phenol'], 'HL2': ['2-ethoxy-6-((quinolin-8-ylimino)methyl)phenol']}"
10.1039/C7DT02511D,"['JEHPEU', 'JEHPEU01', 'JEHPEU02', 'JEHPEU03', 'JEHPEU04', 'JEHPEU05', 'JEHQEV']",2017,7,https://pubs.rsc.org/en/content/articlehtml/2017/DT/C7DT02511D?page=search,DT,{},{}
10.1039/C8CE00450A,"['NIGPOL', 'NIGPOL01']",2018,2,https://pubs.rsc.org/en/content/articlehtml/2018/CE/C8CE00450A?page=search,CE,"{'UPF-1': '(UO2)2(1,3-pbp)(H2O)2·2H2O'}","{'UPF-1': ['(UO2)2(1,3-pbp)(H2O)2·2H2O'], '1,3-pbp': ['phosphonic']}"
10.1039/C6CE01821A,"['OBIBAF', 'OBIBEJ', 'OBIBIN', 'OBIBOT']",2016,4,https://pubs.rsc.org/en/content/articlehtml/2016/CE/C6CE01821A?page=search,CE,{},"{'H3TCMTB': ['2,4,6-tris[(4′-carboxyphenoxy)methyl]-1,3,5-trimethylbenzene'], 'H2ndc': ['2,6-naphthalenedicarboxylic']}"
10.1039/C4DT03799E,['VOXZAL'],2015,1,https://pubs.rsc.org/en/content/articlehtml/2015/DT/C4DT03799E?page=search,DT,"{'1': '[H2(abpy)][CdCl2(SCN)2]', '2': '[H(ba)]2[CdCl2(SCN)2]', '4': '[H2(tmen)][Cd3Cl6(SCN)2]', '5': '[H(dba)]2[Cd2(CH3COO)2(SCN)4]'}","{'4,4′-dtdpy': ['4,4′-dithiodipyridine'], 'pdma': ['1,4-phenylenedimethanamine'], 'bpyp': ['1,2-bis(4-pyridyl)propane']}"
10.1039/c001621g,"['NADWIA', 'NADWOG']",2010,2,https://pubs.rsc.org/en/content/articlehtml/2010/01/c001621g?page=search,1,{},{}
10.1039/b806202a,"['DOKJUJ', 'DOKKAQ']",2008,2,https://pubs.rsc.org/en/content/articlehtml/2008/06/b806202a?page=search,6,"{'1': '[{Cu3(μ3-OH)(μ-pz)3(Hpz)3}2(μ6-SO4)](NO3)2·(CH3CN)(CH3OH)(H2O)1.5', '2': '[Ag(Hpz)2]2[{Ag2(Hpz)2(NO3)2}-{Cu6(OH)2(pz)6(Hpz)6(SO4)}2](NO3)6·4H2O', '3': '[{Ag(H2O)2}{Cu3(OH)(pz)3(Hpz)3(H2O)(ClO4)3}]n'}","{'1': ['[{Cu3(μ3-OH)(μ-pz)3(Hpz)3}2(μ6-SO4)](NO3)2·MeCN·MeOH·1.5H2O', '[{Cu3(OH)(pz)3(Hpz)3}2(μ6-SO4)](NO3)2·MeCN·MeOH·1.5H2O', '[{Cu3(μ3-OH)(μ-pz)3(Hpz)3}2(μ6-SO4)](NO3)2·(MeCN)(MeOH)(H2O)1.5', '[{Cu3(μ3-OH)(μ-pz)3(Hpz)3}2(μ6-SO4)](NO3)2·(CH3CN)(CH3OH)(H2O)1.5']}"
10.1039/C3CC49660K,['LIXYOI'],2014,1,https://pubs.rsc.org/en/content/articlehtml/2014/CC/C3CC49660K?page=search,CC,"{'1': 'Cd6Ag4(SPh)16(DMF)4', '2': '{[Cd6Ag4(SPh)16](bpe)2}'}",{}
10.1039/C4DT00545G,['QIYLUH'],2014,1,https://pubs.rsc.org/en/content/articlehtml/2014/DT/C4DT00545G?page=search,DT,"{'1': '(η5-Pdl′)2Ca(thf)n', '2': '(η5-Pdl′)2Sr(thf)n', '3': '(η5-Pdl′)2Ba(thf)n'}","{'1': ['(η5-Pdl′)2Ca(thf)n', '2,4-tBu2C5H5'], '2': ['(η5-Pdl′)2Sr(thf)n'], '3': ['(η5-Pdl′)2Ba(thf)n'], 'Pdl′': ['2,4-tBu2C5H5']}"
10.1039/C9CC01673B,['CODBUV'],2019,1,https://pubs.rsc.org/en/content/articlehtml/2019/CC/C9CC01673B?page=search,CC,{},{}
10.1039/b900841a,['COZSIU'],2009,1,https://pubs.rsc.org/en/content/articlehtml/2009/00/b900841a?page=search,0,{'1': 'Sc2(C4O4)3'},{}
10.1039/D0CC06096H,['PUXSEJ'],2020,1,https://pubs.rsc.org/en/content/articlehtml/2020/CC/D0CC06096H?page=search,CC,{},{}
10.1039/c001655a,"['ALIXID', 'ALIXOJ', 'ALIXUP']",2010,3,https://pubs.rsc.org/en/content/articlehtml/2010/01/c001655a?page=search,1,"{'1': '[H3O]2[Co3(MDIP)2]·2DMF', '2': '[Ni2(HMDIP)(μ2-OH)(H2O)3(DMF)]·4H2O·DMF', '3': '[Cu3(MDIP)(μ2-OH)2(H2O)4]·6.5H2O'}","{'DMF': ['N,N′-dimethylformamide']}"
10.1039/b926024b,['PUYVOV'],2010,1,https://pubs.rsc.org/en/content/articlehtml/2010/26/b926024b?page=search,26,{},"{'L1': ['2-amino-4,6-bis(2-pyridyl)pyrimidine']}"
10.1039/b008383f,['QIGHOD'],2001,1,https://pubs.rsc.org/en/content/articlehtml/2001/08/b008383f?page=search,8,"{'1': '{[Ag(MeIm)2](DNB)}2', '2': '[Ag(Apym)(DNB)]∞'}",{}
10.1039/D1DT03018C,"['DALTAP', 'DALTET']",2021,2,https://pubs.rsc.org/en/content/articlehtml/2021/DT/D1DT03018C?page=search,DT,{'5': 'Ti(S2CNiPr2)4'},{}
10.1039/C9CC01893J,"['NOKSUE', 'NOKTAL', 'NOKTEP']",2019,3,https://pubs.rsc.org/en/content/articlehtml/2019/CC/C9CC01893J?page=search,CC,"{'1': '[Zn(adipp)(DMSO)]4', '2': '[Zn4(adipp)4(dptz)2]n', '3': '{[Zn4(L2)4]·4CH3OH}n'}",{}
10.1039/C4CE00409D,"['ROJBAV', 'ROJBID']",2014,2,https://pubs.rsc.org/en/content/articlehtml/2014/CE/C4CE00409D?page=search,CE,"{'1': 'BRV2·MgCl2·4H2O', '2': 'SEL2·MgCl2·4H2O', '4': 'SEL·CaCl2·4H2O', '3': 'BRV·CaCl2·4H2O'}",{}
10.1039/C8QI01260A,['JISQOU'],2019,1,https://pubs.rsc.org/en/content/articlehtml/2019/QI/C8QI01260A?page=search,QI,{'1': '{[Zn2(XN)2(IPA)2]·2H2O}n'},"{'XN': ['4′-(4-pyridine)4,2′:2′,4′′-terpyridine']}"
10.1039/C5CE01123J,['RUHDEF'],2015,1,https://pubs.rsc.org/en/content/articlehtml/2015/CE/C5CE01123J?page=search,CE,{'1': 'Co3(L)(dib)·2H2O·6DMF'},{'fsc': ['2-nodal']}
10.1039/C7DT00820A,"['ZEBMAX', 'ZEBMEB', 'ZEBMIF', 'ZEBMOL', 'ZEBMUR', 'ZEBNAY']",2017,6,https://pubs.rsc.org/en/content/articlehtml/2017/DT/C7DT00820A?page=search,DT,"{'1': '[Ni(2,2′-bipy)3]AgPb2I7', '2': '[Co(2,2′-bipy)3]AgPb2I7', '3': '[Zn(2,2′-bipy)3]AgPb2I7', '4': '[Co(2,2′-bipy)3]CuPb2Br7', '6': '[Fe(2,2′-bipy)3]AgPb2Br7', '5': 'C30N6H24FeAgPb2Br7'}","{'1': ['[Ni(2,2′-bipy)3]AgPb2I7'], '2': ['[Co(2,2′-bipy)3]AgPb2I7'], '3': ['[Zn(2,2′-bipy)3]AgPb2I7'], '4': ['[Co(2,2′-bipy)3]CuPb2Br7'], '6': ['[Fe(2,2′-bipy)3]AgPb2Br7']}"
10.1039/c0cc02701d,"['NAHQAQ', 'NAHQEU', 'NAHQIY', 'NAHQOE', 'NAHQUK', 'NAHRAR']",2010,6,https://pubs.rsc.org/en/content/articlehtml/2010/cc/c0cc02701d?page=search,cc,{},{}
10.1039/C6CE02353C,"['INEFAK01', 'INEFEO01', 'INEPUO01', 'INEQAV01', 'INEQEZ01', 'INEQID01', 'INEQOJ01', 'INEQUP01', 'INERAW01']",2017,9,https://pubs.rsc.org/en/content/articlehtml/2017/CE/C6CE02353C?page=search,CE,"{'I': '[LaCu(2,3-pydc)2(suc)0.5(H2O)3]·H2O', 'II': '[PrCu(2,3-pydc)2(suc)0.5(H2O)3]·H2O', 'III': '[NdCu(2,3-pydc)2(suc)0.5(H2O)3]·H2O', 'IV': '[SmCu(2,3-pydc)2(suc)0.5(H2O)3]·H2O', 'V': '[GdCu(2,3-pydc)2(suc)0.5(H2O)3]·H2O', 'VI': '[EuCu(2,3-pydc)2(suc)0.5(H2O)3]·H2O', 'VII': '[Eu2Cu3(2,3-pydc)6(H2O)10]·8H2O', 'VIII': '[Tb2Cu3(2,3-pydc)6(H2O)10]·8H2O', 'IX': '[Dy2Cu3(2,3-pydc)6(H2O)10]·8H2O', 'X': '[Er2Cu3(2,3-pydc)6(H2O)10]·8H2O', 'XI': '[Er2Cu(2,3-pydc)2(suc)(μ2-OH)2(H2O)2]·2H2O', 'XII': '[Yb2Cu(2,3-pydc)2(suc)(μ2-OH)2(H2O)2]·2H2O', 'XIII': '[Lu2Cu(2,3-pydc)2(suc)(μ2-OH)2(H2O)2]·2H2O', '1': '[Sm2Cu(2,3-pydc)2(suc)2(H2O)6]·2H2O', '2': '[Eu2Cu(2,3-pydc)2(suc)2(H2O)6]·2H2O', '3': '[Gd2Cu(2,3-pydc)2(suc)2(H2O)6]·2H2O', '4': '[Tb2Cu(2,3-pydc)2(suc)2(H2O)6]·2H2O', '5': '[Dy2Cu(2,3-pydc)2(suc)2(H2O)6]·2H2O', '6': '[Er2Cu(2,3-pydc)2(suc)2(H2O)6]·2H2O', '8': 'Yb2Cu(2,3-pydc)2(suc)2(H2O)2', '9': 'Lu2Cu(2,3-pydc)2(suc)2(H2O)2', '7': 'Er2Cu(2,3-pydc)2(suc)2(H2O)2'}","{'I': ['[LaCu(2,3-pydc)2(suc)0.5(H2O)3]·H2O'], 'II': ['[PrCu(2,3-pydc)2(suc)0.5(H2O)3]·H2O'], 'III': ['[NdCu(2,3-pydc)2(suc)0.5(H2O)3]·H2O'], 'IV': ['[SmCu(2,3-pydc)2(suc)0.5(H2O)3]·H2O'], 'V': ['[GdCu(2,3-pydc)2(suc)0.5(H2O)3]·H2O'], 'VI': ['[EuCu(2,3-pydc)2(suc)0.5(H2O)3]·H2O'], 'VII': ['[Eu2Cu3(2,3-pydc)6(H2O)10]·8H2O'], 'VIII': ['[Tb2Cu3(2,3-pydc)6(H2O)10]·8H2O'], 'IX': ['[Dy2Cu3(2,3-pydc)6(H2O)10]·8H2O'], 'X': ['[Er2Cu3(2,3-pydc)6(H2O)10]·8H2O'], 'XI': ['[Er2Cu(2,3-pydc)2(suc)(μ2-OH)2(H2O)2]·2H2O'], 'XII': ['[Yb2Cu(2,3-pydc)2(suc)(μ2-OH)2(H2O)2]·2H2O'], 'XIII': ['[Lu2Cu(2,3-pydc)2(suc)(μ2-OH)2(H2O)2]·2H2O'], '1': ['[Sm2Cu(2,3-pydc)2(suc)2(H2O)6]·2H2O'], '2': ['[Eu2Cu(2,3-pydc)2(suc)2(H2O)6]·2H2O'], '3': ['[Gd2Cu(2,3-pydc)2(suc)2(H2O)6]·2H2O'], '4': ['[Tb2Cu(2,3-pydc)2(suc)2(H2O)6]·2H2O'], '5': ['[Dy2Cu(2,3-pydc)2(suc)2(H2O)6]·2H2O'], '6': ['[Er2Cu(2,3-pydc)2(suc)2(H2O)6]·2H2O'], '8': ['Yb2Cu(2,3-pydc)2(suc)2(H2O)2'], '9': ['Lu2Cu(2,3-pydc)2(suc)2(H2O)2'], '7': ['Er2Cu(2,3-pydc)2(suc)2(H2O)2'], '2,3-H2pydc': ['pyridine-2,3-dicarboxylic']}"
10.1039/C8CE01324A,['TISBAB'],2018,1,https://pubs.rsc.org/en/content/articlehtml/2018/CE/C8CE01324A?page=search,CE,{},{}
10.1039/C7CC06815H,['SEKLEC'],2017,1,https://pubs.rsc.org/en/content/articlehtml/2017/CC/C7CC06815H?page=search,CC,{},{}
10.1039/c2sc00586g,['NATHOH'],2012,1,https://pubs.rsc.org/en/content/articlehtml/2012/sc/c2sc00586g?page=search,sc,{'IFMC-100': 'Mn[Zn(im)]2{[Na(H2O)]2[Mn(H2O)2][Zn(im)2][P4Mo6O31H6]2}·8H2O'},{}
10.1039/C3CE41740A,"['YITHEQ', 'YITHIU', 'YITHIU01', 'YITHOA', 'YITHOA01']",2013,5,https://pubs.rsc.org/en/content/articlehtml/2013/CE/C3CE41740A?page=search,CE,"{'1': 'α-[Ce2(H2O)2(L-tar)2(SO4)]·4H2O', '2': 'α-[Ce2(H2O)2(D-tar)2(SO4)]·4H2O', '3': 'β-[Ce2(H2O)2(L-tar)2(SO4)]·4H2O', '4': 'β-[Ce2(H2O)2(D-tar)2(SO4)]·4H2O', '5': 'C4H10Ce2O17S2'}",{}
10.1039/C3CE42311E,"['MIWNAJ', 'MIWNEN', 'MIWNIR']",2014,3,https://pubs.rsc.org/en/content/articlehtml/2014/CE/C3CE42311E?page=search,CE,{},{}
10.1039/C6QI00160B,['ETEKIZ'],2016,1,https://pubs.rsc.org/en/content/articlehtml/2016/QI/C6QI00160B?page=search,QI,"{'1': '[Zn(ppvppa)(1,4-NDC)]n', '2': 'Hg2(ppvppa)2(NO3)4', '2·H2': '[Hg2(ppvppa)2(NO3)4]·H2'}","{'1': ['[Zn(ppvppa)(1,4-NDC)]n'], '1,4-H2NDC': ['1,4-naphthalenedicarboxylic']}"
10.1039/C3CE42203H,"['GISTOT', 'GISTUZ', 'GISVAH', 'GISVEL', 'GISVIP', 'GISVOV', 'GISVUB', 'GISWAI', 'GISWEM', 'GISWIQ']",2014,10,https://pubs.rsc.org/en/content/articlehtml/2014/CE/C3CE42203H?page=search,CE,"{'1': '{[Co(bcpb)(1,4-bmib)0.5]·xH2O}n', '2': '{[Cu(bcpb)(1,4-bmib)0.5]·xH2O}n', '3': '{[Ni(bcpb)(1,4-bmib)0.5]·xH2O}n', '4': '{[Co(bcpb)(4,4′-bibp)0.5(H2O)1.5]·1.5H2O}n', '5': '[Cu(bcpb)(4,4′-bibp)0.5(H2O)]n', '6': '{[Ni(bcpb)(4,4′-bimbp)(H2O)]·2.5H2O}n', '7': '[Co(bcpb)(4,4′-bimbp)]n', '8': '[Mn(pip)(MeOH)(H2O)]n', '9': '{[Ni(pip)(4,4′-bibp)0.5(H2O)]·2H2O}n', '10': '{[Cu(pip)(4,4′-bimbp)]·4H2O}n'}","{'1': ['{[Co(bcpb)(1,4-bmib)0.5]·xH2O}n', '{[Co(bcpb)(1,4-bmib)0.5]·H2O}n'], '2': ['{[Cu(bcpb)(1,4-bmib)0.5]·xH2O}n', '[Cu(bcpb)(1,4-bmib)0.5]n'], '3': ['{[Ni(bcpb)(1,4-bmib)0.5]·xH2O}n', '[Ni(bcpb)(1,4-bmib)0.5]n'], '4': ['{[Co(bcpb)(4,4′-bibp)0.5(H2O)1.5]·1.5H2O}n'], '5': ['[Cu(bcpb)(4,4′-bibp)0.5(H2O)]n'], '6': ['{[Ni(bcpb)(4,4′-bimbp)(H2O)]·2.5H2O}n'], '7': ['[Co(bcpb)(4,4′-bimbp)]n'], '9': ['{[Ni(pip)(4,4′-bibp)0.5(H2O)]·2H2O}n'], '10': ['{[Cu(pip)(4,4′-bimbp)]·4H2O}n'], 'H2bcpb': ['3,5-bis(4-carboxyphenyl)pyridine'], 'H2pip': ['5-(4-pyridyl)isophthalic'], '1,4-bmib': ['1,4-bis(2-methylimidazol-1-ylmethyl)benzene'], '4,4′-bibp': ['4,4′-bis(imidazol-1-yl)biphenyl'], '4,4′-bimbp': ['4,4′-bis(imidazol-1-ylmethyl)biphenyl']}"
10.1039/C6DT02359B,['IQUCOO'],2016,1,https://pubs.rsc.org/en/content/articlehtml/2016/DT/C6DT02359B?page=search,DT,{'1': 'Mg(H2EBTC)(DMF)2'},{}
10.1039/C8DT01077C,['LIGZIN'],2018,1,https://pubs.rsc.org/en/content/articlehtml/2018/DT/C8DT01077C?page=search,DT,{'1': '[Cden][B5O8(OH)]'},{}
10.1039/D0QI01377C,"['OLAMEW', 'OLAMIA', 'OLAMOG']",2021,3,https://pubs.rsc.org/en/content/articlehtml/2021/QI/D0QI01377C?page=search,QI,"{'1-Ag': '[Ag(TT)I]n', '2-Ag': '[Ag(TT)Cl]n', '3-Ag': '[Ag3(TT)4]n(NO3)3n·6nH2O', '1-Cu': '[Cu(TT)I]n'}","{'TTCo': ['1,4-diiodiotetrafluorobenzene']}"
10.1039/b909549g,['OHACIK'],2009,1,https://pubs.rsc.org/en/content/articlehtml/2009/09/b909549g?page=search,9,"{'1': '[Ag(tpt)(NO3)]n', '2': '[Ag2(tpt)(NO3)(PPh3)2(H2O)](NO3)·2H2O', '3': '[Ag8(tpt)4(NO3)4(µ2-CN)2](NO3)2'}",{'3': ['[Ag8(tpt)4(NO3)4(µ2-CN)2](NO3)2']}
10.1039/D1DT02844H,"['XALMEG', 'XALMIK']",2021,2,https://pubs.rsc.org/en/content/articlehtml/2021/DT/D1DT02844H?page=search,DT,"{'1': '{[(TpR)Fe(CN)3CoCl2]2Co(DMF)4}·nDMF', '2': 'C135H215B4Cl8Co6Fe4N53O17'}","{'TpR': ['Tp4-Me'], 'Tp4-Me': ['hydridotris(4-methylpyrazol-1-yl)borate'], 'Tp*Me': ['hydridotris(3,4,5-trimethylpyrazol-1-yl)borate']}"
10.1039/c0ce00175a,"['VAKWOV', 'VAKXAI', 'VAKXEM']",2010,3,https://pubs.rsc.org/en/content/articlehtml/2010/ce/c0ce00175a?page=search,ce,{'1': '{[Cd(1)2(ONO2)2]·MeOH·CHCl3}n'},{}
10.1039/b312876h,"['IQUZID', 'IQUZOJ']",2004,2,https://pubs.rsc.org/en/content/articlehtml/2004/12/b312876h?page=search,12,{'1': '{[Ag(trans-tach)]CF3SO3}∞'},{}
10.1039/C5CE01094B,['AHEBAS'],2015,1,https://pubs.rsc.org/en/content/articlehtml/2015/CE/C5CE01094B?page=search,CE,"{'1-L': '[Cu3((S)-PIA)2(pyridine)2(H2O)]·THF·6.25H2O', '1-D': '[Cu3((R)-PIA)2(pyridine)2(H2O)]·THF·6.25H2O'}",{}
10.1039/C8TC03583K,"['NIPJUU', 'NIPKAB']",2018,2,https://pubs.rsc.org/en/content/articlehtml/2018/TC/C8TC03583K?page=search,TC,{},{}
10.1039/c8dt05108a,"['FAGVUF01', 'FAGVUF02']",2019,2,https://pubs.rsc.org/en/content/articlehtml/2019/dt/c8dt05108a?page=search,dt,"{'1': '[{Tb(SIP)(H2O)4}]n', '2': '[{Eu(SIP)(H2O)4}]n'}",{}
10.1039/D1QI00795E,['DANKAI'],2021,1,https://pubs.rsc.org/en/content/articlehtml/2021/QI/D1QI00795E?page=search,QI,{},{}
10.1039/C4CE01326C,"['CORZIU', 'CORZOA', 'COSMII']",2014,3,https://pubs.rsc.org/en/content/articlehtml/2014/CE/C4CE01326C?page=search,CE,"{'JLU-Liu8': '[In(bpydc)(NO3)(DMA)0.5]·(DMA)(H2O)4.5', 'JLU-Liu9': ',[In(bpydc)(HCOO)H2O]·(DMF)2(H2O)3', 'JLU-Liu10': '[In(bpydc)Cl]·(DMF)2(H2O)3'}",{}
10.1039/C5SC00963D,"['TUJYUU', 'TUKGIR', 'TUKGOX']",2015,3,https://pubs.rsc.org/en/content/articlehtml/2015/SC/C5SC00963D?page=search,SC,"{'1': 'Na(PH2)', '5': '4'}","{'4e': ['1,4,2-diazaphospholidine-2,5-dionide']}"
10.1039/C6DT00883F,['IPINAY'],2016,1,https://pubs.rsc.org/en/content/articlehtml/2016/DT/C6DT00883F?page=search,DT,{'1': '[Cu(IN)]n'},"{'bdc': ['1,2-benzenedicarboxylic'], 'dm-bim': ['5,6-dimethylbenzimidazolate']}"
10.1039/b202220f,['WUJDEK'],2002,1,https://pubs.rsc.org/en/content/articlehtml/2002/02/b202220f?page=search,2,{'1': '[NiL]3[BTC]2·14H2O'},{}
10.1039/c2ce25673h,"['ZEDROR', 'ZEDRUX']",2012,2,https://pubs.rsc.org/en/content/articlehtml/2012/ce/c2ce25673h?page=search,ce,"{'1': '[Zn2(bmip)(tpa)2·2DMF]n', '2': '[Zn(bmip)(tpa)·3H2O]n'}","{'bmip': ['1,3-bis(2-methylimidazolyl)propane'], 'DMF': ['N,N-dimethylformamide']}"
10.1039/C5NJ01708D,['PUSHOC'],2015,1,https://pubs.rsc.org/en/content/articlehtml/2015/NJ/C5NJ01708D?page=search,NJ,"{'3': '[Ni(μ-L)(MeCN)Dy(NO3)2(μ-NO3)·MeCN]n', '1': 'Ni(μ-L)(MeCN)2Gd(NO3)3', '2': 'Ni(μ-L)(MeCN)2Tb(NO3)3', '4': '[Ni(μ-L)(CH3OH)(μ-NO3)Tb(NO3)2]·Et2O', '5': '[Ni(μ-L)(CH3OH)(μ-NO3)Dy(NO3)2]·Et2O'}",{}
10.1039/D1DT02312H,['RAPVOX'],2021,1,https://pubs.rsc.org/en/content/articlehtml/2021/DT/D1DT02312H?page=search,DT,{'1': '[Eu(BCB)(DMF)]·(DMF)1.5(H2O)2'},{}
10.1039/C3CE41612G,['CISLUN'],2014,1,https://pubs.rsc.org/en/content/articlehtml/2014/CE/C3CE41612G?page=search,CE,{'1': '{[Cu3(N3)2(4-ptz)4(DMF)2]·2DMF}n'},{'1': ['{[Cu3(N3)2(4-ptz)4(DMF)2]·2DMF}n']}
10.1039/C9CC00570F,['MODKIC'],2019,1,https://pubs.rsc.org/en/content/articlehtml/2019/CC/C9CC00570F?page=search,CC,{'1': 'DyCu2(hfac)7(bisNITPhPy)'},{}
10.1039/C3CE26817A,"['DEYNIG', 'DEYNUS', 'RANYIO01']",2013,3,https://pubs.rsc.org/en/content/articlehtml/2013/CE/C3CE26817A?page=search,CE,"{'1': '[CuII2(μ3-pzc)2(μ1-Cl)2]n', '3': '{[CuI2CuII(μ2-pzc)2(μ3-I)2(H2O)]·H2O}n', '2b': '[CuICuII(μ2-pzc)2(μ2-Cl)(H2O)]n', '4': 'CuII(pzc)2'}","{'1': ['[CuII2(μ3-pzc)2(μ1-Cl)2]n', '[Cu2(μ3-pzc)2(μ1-Cl)2]n'], '2a': ['[CuICuII(μ2-pzc)2(μ2-Cl)(H2O)]n', '[Cu2(μ2-pzc)2(μ2-Cl)(H2O)]n'], '3': ['{[CuI2CuII(μ2-pzc)2(μ3-I)2(H2O)]·H2O}n', '{[Cu3(μ2-pzc)2(μ3-I)2(H2O)]·H2O}n'], '2b': ['[CuICuII(μ2-pzc)2(μ2-Cl)(H2O)]n']}"
10.1039/D0DT03315D,['NAKHIU'],2020,1,https://pubs.rsc.org/en/content/articlehtml/2020/DT/D0DT03315D?page=search,DT,"{'4': '[Fe(2COOHTz)6][BF4]2·2MeCN', '6': '[Fe(4COOHTz)6](BF4)2', '7': '[Fe(2COOHTz)6][ClO4]2·2MeCN', '8': '[Fe(3COOHTz)6][ClO4]2', '9': '[Fe(4COOHTz)6][ClO4]2', '10': '[Gd(3COOTz)2(H2O)3]Cl', '5': '[Fe(3COOHTz)6][BF4]2'}",{}
10.1039/C9TC01475F,['NIVWIY01'],2019,1,https://pubs.rsc.org/en/content/articlehtml/2019/TC/C9TC01475F?page=search,TC,"{'1': '(NH4)[Gd(C2O4)(SO4)(H2O)]', '2': 'Gd(C2O4)0.5(CO3)(H2O)'}",{}
10.1039/D0TC01743D,['DURFEE'],2020,1,https://pubs.rsc.org/en/content/articlehtml/2020/TC/D0TC01743D?page=search,TC,{},{}
10.1039/c4ce00324a,['NOTPUJ'],2014,1,https://pubs.rsc.org/en/content/articlehtml/2014/ce/c4ce00324a?page=search,ce,{'1': 'C52H56N6O2'},{}
10.1039/C3DT50537E,['VEZKOC'],2013,1,https://pubs.rsc.org/en/content/articlehtml/2013/DT/C3DT50537E?page=search,DT,"{'1': 'Bi(C6H5)2(tBuO)2PO2', '2': '[Bi(C6H5)2(tBuO)2PO2]n'}",{}
10.1039/C7DT02645E,['DELBOO'],2017,1,https://pubs.rsc.org/en/content/articlehtml/2017/DT/C7DT02645E?page=search,DT,"{'2': '[FeII(PyS)2]n', '13+': 'FeIII(PySH)4'}",{}
10.1039/C6CE01068G,"['USOREB', 'USORIF', 'USOROL', 'USORUR']",2016,4,https://pubs.rsc.org/en/content/articlehtml/2016/CE/C6CE01068G?page=search,CE,"{'1': '[Co3(TCPB)2(4CH3OH)4]·4DMF', '2': '[Cd3(TCPB)2(H2O)4]·3DMF·19H2O', '3': '[Mn3(TCPB)2(H2O)2(DMF)2]·2DMF', '4': '[Zn2(μ3-OH)(TCPB)(H2O)(DEF)]·3DEF'}","{'H3TCPB': ['1,3,5-tri(4-carboxyphenoxy)benzene']}"
10.1039/b401507j,['NAGYUQ'],2004,1,https://pubs.rsc.org/en/content/articlehtml/2004/01/b401507j?page=search,1,"{'1': '[{(dioxane)0.5(Et2O)LiGeC6H3-2,6-Mes2}2]∞', '2': '(C6H3-2,6-(C6H3-2,6-Pri2)2)'}","{'1': ['[{(dioxane)0.5(Et2O)LiGeC6H3-2,6-Mes2}2]∞'], '2': ['(C6H3-2,6-(C6H3-2,6-Pri2)2)'], 'Ar′': ['C6H3-2,6-(C6H3-2,6-Pri2)2']}"
10.1039/C4DT00219A,"['HIZSAM', 'HIZSEQ', 'HIZSIU']",2014,3,https://pubs.rsc.org/en/content/articlehtml/2014/DT/C4DT00219A?page=search,DT,"{'1': '[Zn2(L1)2(4,4′-bipyridine)2(H2O)(DMF)]n', '2': '[Zn4(L2)3(OH)2(DMF)2(H2O)2]n'}","{'1': ['[Zn2(L1)2(4,4′-bipyridine)2(H2O)(DMF)]n'], 'L1': ['2-acetamidoterephthalate'], 'L2': ['2-propionamidoterephthalate'], 'L3': ['2-benzamidoterephthalate']}"
10.1039/C6DT01389A,"['ONETAE', 'ONETEI']",2016,2,https://pubs.rsc.org/en/content/articlehtml/2016/DT/C6DT01389A?page=search,DT,"{'3': 'rhenium(V)', '6': '[Ag2Ni(La)2]∞', '9': '{[CuII2DyIII(La)2(p-O2C-C6H4-CO2)–(MeOH)4]Cl}∞', '5': 'Ni2(La)2(MeOH)(H2O)', '7': 'Ni2Pr(La)2(OAc)3(MeOH)2', '8': 'Ni2Ba(La)3', '10': '[Mn2Ba(MeOH)(Lb)3]∞'}","{'H2L': ['2,6-dipicolinoylbis(N,N-dialkylthioureas)'], '9': ['{[CuII2DyIII(La)2(p-O2C-C6H4-CO2)–(MeOH)4]Cl}∞', '{[Cu2Dy(La)2(p-O2C-C6H4-CO2)]Cl}∞', '{[Cu2Dy(La)2(p-O2C-C6H4-CO2)(MeOH)4]Cl}∞', '{[Cu2Dy(La)2(p-O2C-C6H4-CO2)–(MeOH)4]Cl}∞'], 'H2Lb': ['2,6-dipicolinoylbis(N,N-morpholinoylthiourea)']}"
10.1039/C7TC00921F,['YAVRUL'],2017,1,https://pubs.rsc.org/en/content/articlehtml/2017/TC/C7TC00921F?page=search,TC,{'Dycpia': '{Dy(cpia)(DMF)2}n'},{'H3cpia': ['5-(4-carboxyphenoxy)isophthalic']}
